Email,Phone,CreditScore,AgeGroup,FamilyBackground,Income,Comments,Intent
michaelanthony@example.com,244.915.4257,377,36-50,Single,331049,urgent need to buy,1
taylor03@example.org,903.439.5207,510,36-50,Single,455868,need home loan,0
ljackson@example.com,001-622-414-1641,408,36-50,Married with Kids,525520,need home loan,0
coffeyrobert@example.com,858.998.0056,309,51+,Married with Kids,516869,need home loan,0
agonzalez@example.net,9189229238,670,18-25,Married,662244,job relocation,1
garygreen@example.org,466-792-8358,697,36-50,Married with Kids,832783,just browsing,0
sbarrett@example.org,837-275-7382x18528,508,18-25,Married,554548,urgent need to buy,1
acostamelissa@example.com,671.929.5736,393,36-50,Married,253543,urgent need to buy,1
tom13@example.org,798.844.7723x128,408,18-25,Single,275471,need home loan,0
peter62@example.org,+1-441-767-4308x319,305,51+,Single,142790,need home loan,0
david48@example.net,894-780-7870,783,18-25,Married with Kids,557192,not interested,0
obonilla@example.net,2272747909,526,51+,Married with Kids,676761,want to buy soon,1
jeremy60@example.net,001-481-711-1925x454,719,36-50,Married with Kids,631806,just browsing,0
rebeccacooper@example.org,001-733-551-5512x47059,511,26-35,Married with Kids,641089,just browsing,0
calvin28@example.net,793-833-2883,523,51+,Married with Kids,588380,not interested,0
melissa31@example.net,+1-534-922-4904x1811,567,26-35,Married with Kids,377879,urgent need to buy,1
travishughes@example.com,(700)798-8898x60011,423,51+,Single,533096,need home loan,0
jamesgarcia@example.net,693.633.7996x65368,507,36-50,Single,314963,job relocation,1
brian48@example.org,2339493846,785,18-25,Married,483913,not interested,0
hbailey@example.com,001-406-917-4281x87586,751,26-35,Married with Kids,874506,urgent need to buy,1
john94@example.net,+1-952-939-9573x90430,529,51+,Married with Kids,343770,urgent need to buy,1
vmason@example.net,(931)901-4806,557,51+,Married with Kids,738435,want to buy soon,1
mmoreno@example.net,432.331.2312,349,51+,Single,209615,job relocation,1
travis96@example.com,312.829.1003x793,469,26-35,Married with Kids,816252,just browsing,0
vwhite@example.com,+1-341-917-3378x1398,676,36-50,Single,597520,just browsing,0
josephherrera@example.net,711.492.0252x7053,710,51+,Married with Kids,985877,job relocation,1
ashleymarsh@example.com,001-409-629-8134x50304,384,26-35,Married with Kids,117537,job relocation,1
zacharyrowe@example.com,901.312.2866x6555,630,18-25,Single,148655,need home loan,0
stevenbutler@example.org,861-583-3771,766,51+,Single,593757,not interested,0
charlessmith@example.com,661.709.4765,449,18-25,Married with Kids,962588,urgent need to buy,1
bthomas@example.com,(435)631-5499,661,26-35,Single,992247,just browsing,0
david98@example.org,275.844.3724x216,643,26-35,Single,384847,job relocation,1
brosales@example.org,001-706-768-8993x354,676,18-25,Married,569866,just browsing,0
iblair@example.com,+1-730-634-5921x22499,795,36-50,Married with Kids,578054,just browsing,0
weberkaren@example.com,730-352-1708,734,18-25,Married with Kids,509946,just browsing,0
bairddavid@example.net,432.378.7263x710,316,51+,Single,778922,want to buy soon,1
johnkeller@example.com,+1-465-251-2191x66242,596,18-25,Single,590302,job relocation,1
gharvey@example.org,(240)647-5272x6439,562,51+,Single,723986,want to buy soon,1
stephaniegarcia@example.org,001-259-978-6730x2682,412,18-25,Married,782191,job relocation,1
patrickallen@example.net,688.437.6998,680,51+,Single,154029,just browsing,0
aliciamckee@example.com,+1-616-514-2990,738,51+,Single,417473,just browsing,0
hoganrobert@example.net,984-201-6662,579,18-25,Married with Kids,942082,want to buy soon,1
ocole@example.com,001-204-808-5512,765,26-35,Married,794481,just browsing,0
watersjodi@example.com,(876)890-5560x82615,823,51+,Single,879513,not interested,0
jonesedward@example.net,9347991535,302,26-35,Married with Kids,567339,not interested,0
jacksonjennifer@example.net,323.241.8167x77103,338,26-35,Married with Kids,106660,not interested,0
nhull@example.org,(829)721-6044,587,18-25,Married with Kids,444251,want to buy soon,1
carlsonjames@example.org,001-787-315-4408x2470,713,26-35,Married with Kids,820927,want to buy soon,1
ahoward@example.net,599-523-2814x099,564,51+,Married,746379,urgent need to buy,1
harry71@example.com,549.340.0821,535,26-35,Married,454327,not interested,0
steven33@example.com,(397)692-8959x9358,773,51+,Single,602221,job relocation,1
pmiller@example.net,+1-396-464-7586,565,18-25,Married with Kids,342330,urgent need to buy,1
imiller@example.com,+1-738-573-0850x70305,452,18-25,Single,452834,want to buy soon,1
gholmes@example.com,+1-798-602-3745x006,426,26-35,Married with Kids,302806,just browsing,0
smithmichael@example.net,2419945968,677,26-35,Married,688283,job relocation,1
pbowman@example.org,415-287-7271,590,18-25,Married,159332,want to buy soon,1
benjaminbullock@example.org,+1-243-734-2426x9212,535,36-50,Married,268688,job relocation,1
hugheskenneth@example.net,(725)663-4327,304,36-50,Married,932299,just browsing,0
ddiaz@example.com,6296595160,570,36-50,Married with Kids,945272,just browsing,0
erin24@example.net,2138143199,746,26-35,Single,229508,job relocation,1
pblack@example.org,767-391-2839x2754,817,18-25,Married,262417,just browsing,0
wrichardson@example.net,001-926-527-7563x0652,776,26-35,Single,272971,urgent need to buy,1
cody42@example.org,+1-626-824-2202x45222,460,18-25,Married with Kids,132460,just browsing,0
maria66@example.com,5838266083,760,36-50,Single,502217,not interested,0
natasha38@example.net,(912)975-5386x1869,581,26-35,Married with Kids,860762,want to buy soon,1
danderson@example.org,864.585.2453,318,26-35,Married with Kids,432014,not interested,0
fbarker@example.org,803.602.3248,539,18-25,Married with Kids,904079,not interested,0
jamesramos@example.net,(775)957-3323x970,486,26-35,Married with Kids,397128,not interested,0
christopher73@example.com,278.397.1674x883,820,26-35,Single,757123,urgent need to buy,1
sheila09@example.net,(853)889-8781x648,465,36-50,Single,199125,need home loan,0
fharris@example.net,305-936-2722,536,36-50,Married,969929,just browsing,0
wsmith@example.com,(286)511-7904,601,18-25,Single,579432,job relocation,1
nicholastaylor@example.org,+1-664-700-0874x5430,726,51+,Married with Kids,427925,not interested,0
wward@example.com,(952)268-9107x813,535,51+,Single,275485,want to buy soon,1
cbeltran@example.com,+1-289-912-3811x400,428,18-25,Single,641733,need home loan,0
hwhite@example.org,5717710984,335,36-50,Married with Kids,960931,job relocation,1
moranbenjamin@example.com,+1-613-704-9190x385,445,36-50,Single,764160,need home loan,0
hwhitaker@example.com,808.743.1343x848,384,36-50,Single,375499,job relocation,1
hwilson@example.com,989.267.6353,620,26-35,Married,881514,want to buy soon,1
joan21@example.org,001-810-325-6090x73179,306,36-50,Married with Kids,734883,job relocation,1
novakclaudia@example.net,(333)384-7902x16134,701,18-25,Single,428183,just browsing,0
achristian@example.net,001-899-880-7539x433,797,36-50,Married with Kids,663749,just browsing,0
medinatammy@example.com,349-758-2647,753,18-25,Married with Kids,932401,need home loan,0
briansantana@example.com,972.948.0224x20876,399,51+,Married with Kids,858296,job relocation,1
kimberlyharris@example.com,+1-387-483-7885x5626,591,26-35,Married,902490,not interested,0
kathryn91@example.net,470-590-6872x3037,414,18-25,Married with Kids,731814,need home loan,0
laurenbenson@example.net,281-863-9158,732,36-50,Married with Kids,504467,just browsing,0
greenesamantha@example.org,001-204-386-0787x0971,522,36-50,Single,474011,not interested,0
kimheather@example.org,001-400-693-0281x432,692,26-35,Married,620246,need home loan,0
braymatthew@example.com,918.202.4392,587,18-25,Married,754423,just browsing,0
gpeterson@example.net,600-828-4469,409,26-35,Married with Kids,769256,just browsing,0
blevinsshelby@example.net,+1-316-357-4935,560,18-25,Single,359795,not interested,0
rubiolarry@example.org,+1-942-715-9937,304,51+,Married with Kids,544460,need home loan,0
lindseytaylor@example.net,347-593-5185,383,36-50,Single,950689,need home loan,0
montoyamelissa@example.org,6343198572,840,36-50,Married with Kids,672127,urgent need to buy,1
farleydavid@example.org,(744)662-2024,849,26-35,Single,891821,want to buy soon,1
kayla46@example.net,(424)887-3567x950,651,36-50,Married with Kids,759854,want to buy soon,1
ngoodwin@example.com,(573)756-5927x6136,511,18-25,Married,942296,just browsing,0
bruce03@example.net,714.425.7494x4849,649,36-50,Married,117937,need home loan,0
courtney83@example.com,+1-576-929-3812,656,26-35,Single,320649,job relocation,1
nathan85@example.com,+1-421-854-9785,323,51+,Married with Kids,275389,want to buy soon,1
christine19@example.com,+1-949-225-7669,829,36-50,Married,817355,need home loan,0
jonesjeremy@example.org,+1-759-515-4116,839,36-50,Married with Kids,900452,job relocation,1
thomasberry@example.net,+1-985-990-6676x991,329,18-25,Married with Kids,492902,just browsing,0
brendanhudson@example.net,5352762347,464,36-50,Married,595131,just browsing,0
samuel72@example.com,(420)333-8121x4276,317,26-35,Single,376211,not interested,0
william31@example.net,798.341.2909x8744,420,18-25,Single,545217,just browsing,0
fdavis@example.com,632-281-4306,829,26-35,Single,536349,not interested,0
mariadavis@example.net,588.751.1667,789,51+,Married,230680,not interested,0
karencox@example.net,(934)433-6261,369,36-50,Married,213587,need home loan,0
mitchellnichole@example.org,875-964-1219,418,51+,Married with Kids,392229,job relocation,1
jacqueline31@example.org,001-434-289-3805x781,701,36-50,Married,679990,not interested,0
victor75@example.com,846.394.6742x228,468,18-25,Single,732821,job relocation,1
richardphelps@example.com,8986879738,581,26-35,Married with Kids,366295,urgent need to buy,1
rodriguezeileen@example.com,918-755-5588,406,18-25,Married with Kids,180077,urgent need to buy,1
amanda65@example.net,001-926-757-9229x15258,629,26-35,Married,387886,job relocation,1
patrick66@example.net,(730)425-3263,730,18-25,Married,742174,urgent need to buy,1
jenniferdiaz@example.com,001-449-609-9630x69178,390,36-50,Married with Kids,224446,want to buy soon,1
hawkinsjonathan@example.org,001-669-370-1858,555,26-35,Married,483688,urgent need to buy,1
joshua62@example.org,001-611-327-2492x61409,518,36-50,Single,446084,want to buy soon,1
tina93@example.net,+1-660-698-4768,521,51+,Married,499825,want to buy soon,1
hpugh@example.org,577-500-3913x6534,529,36-50,Married with Kids,144862,just browsing,0
elynch@example.net,+1-811-709-5043x9209,479,51+,Married,815705,job relocation,1
melanierogers@example.org,(725)282-0944,302,36-50,Married with Kids,848704,job relocation,1
gabriel15@example.org,+1-286-210-2408,713,36-50,Married with Kids,476288,urgent need to buy,1
millerdaisy@example.com,+1-618-713-7272x8692,500,51+,Single,593729,need home loan,0
ndelgado@example.com,(615)803-9004x0072,638,26-35,Married,371493,urgent need to buy,1
michelle78@example.net,418.930.7739x510,716,51+,Married,793963,need home loan,0
georgeashley@example.com,518.725.8583x48527,783,51+,Single,136039,need home loan,0
rossrobert@example.org,+1-409-404-6191x82227,799,36-50,Married,311208,not interested,0
steven79@example.org,773-202-3517x784,500,51+,Married,636082,need home loan,0
ldavidson@example.org,873-680-4312x973,603,36-50,Married with Kids,129795,want to buy soon,1
heatherterry@example.net,7947373176,461,26-35,Married,751126,not interested,0
michelle17@example.org,911-485-0609x760,505,26-35,Married with Kids,704725,need home loan,0
reyeslarry@example.org,743-826-3140x3912,468,51+,Married,949588,want to buy soon,1
fgomez@example.com,001-868-582-6810x3653,784,51+,Married,765861,need home loan,0
williamsadam@example.org,+1-369-958-6122,345,26-35,Single,237341,need home loan,0
dgreen@example.net,001-883-881-5603x9461,845,36-50,Single,134188,urgent need to buy,1
michael90@example.net,(628)882-9822x406,661,36-50,Married with Kids,806723,need home loan,0
garretthicks@example.org,706.932.1667x7477,786,18-25,Single,970470,urgent need to buy,1
sharonhouse@example.net,275.341.3787,801,51+,Married with Kids,969150,urgent need to buy,1
michael47@example.org,626-534-5096x2165,716,18-25,Married,569889,not interested,0
chamilton@example.com,670.449.3295x34445,598,26-35,Married,658154,urgent need to buy,1
tmatthews@example.org,(960)441-1059,373,36-50,Married with Kids,467754,need home loan,0
brucesellers@example.org,491.548.7422x31252,605,18-25,Married with Kids,399410,not interested,0
dtaylor@example.net,421-201-2694x1075,451,51+,Single,444525,just browsing,0
flynnmichael@example.com,870-535-7472,841,18-25,Single,932491,want to buy soon,1
atkinsonsteven@example.org,271.843.3010x546,678,51+,Single,793677,not interested,0
shane12@example.org,001-434-904-8581x3230,524,36-50,Single,364615,need home loan,0
serranocharles@example.net,327-564-5406,783,26-35,Married,531964,want to buy soon,1
poolecatherine@example.com,(868)280-5683x5085,832,36-50,Married with Kids,834638,job relocation,1
barbara50@example.net,(337)542-5308,443,51+,Single,721215,just browsing,0
cherylbradley@example.com,2835587224,531,51+,Single,111039,want to buy soon,1
dianejohnson@example.net,(775)316-9876,715,18-25,Married with Kids,835707,not interested,0
jose71@example.org,+1-593-558-7869x5781,716,26-35,Single,697753,not interested,0
william95@example.net,(876)605-2339x082,348,26-35,Married,884868,urgent need to buy,1
sarahescobar@example.com,887-496-0395x2055,482,36-50,Married,774686,not interested,0
hermanmargaret@example.com,+1-232-604-7703x46078,828,51+,Single,405542,need home loan,0
james04@example.net,865.617.0141,329,26-35,Married with Kids,250309,job relocation,1
jameswaller@example.org,+1-823-986-8506x9602,433,18-25,Married with Kids,103952,want to buy soon,1
michael71@example.net,+1-669-518-1296,813,51+,Married with Kids,724975,need home loan,0
robert23@example.com,001-245-347-9977x543,810,18-25,Single,809641,want to buy soon,1
patriciaharrell@example.org,001-493-629-2992,735,18-25,Married,173417,not interested,0
zerickson@example.org,001-241-718-2115x360,437,26-35,Married with Kids,915270,just browsing,0
gregoryrodney@example.com,4253218728,600,18-25,Married with Kids,929062,need home loan,0
ksampson@example.com,865-626-6537x53041,385,51+,Married with Kids,265743,urgent need to buy,1
natalievilla@example.com,(842)973-3838x90959,795,51+,Single,704059,just browsing,0
elizabethprice@example.net,(345)378-7016,362,18-25,Married,281014,urgent need to buy,1
jimenezdave@example.net,001-302-404-2442x222,432,51+,Married,536976,want to buy soon,1
ryan84@example.net,373.397.4965x1402,629,36-50,Married with Kids,834396,not interested,0
tonyarichardson@example.org,001-734-424-1996x3950,685,51+,Married with Kids,703441,urgent need to buy,1
benjamin70@example.com,001-683-819-7888x2849,597,26-35,Married,614332,not interested,0
victoriascott@example.net,556-917-6311,438,26-35,Single,507163,just browsing,0
watsonfrank@example.org,(860)813-7664x4741,683,26-35,Married,322844,job relocation,1
victoria40@example.org,+1-870-755-3449,746,51+,Single,601516,just browsing,0
warderika@example.net,825.284.1795,353,51+,Married,216794,need home loan,0
curtisfowler@example.net,919.752.1402,837,51+,Single,174725,need home loan,0
holmesandrew@example.com,756.553.5310x8228,701,18-25,Married,131480,just browsing,0
jenniferjohnson@example.com,609.273.8488x78522,398,36-50,Married with Kids,218962,urgent need to buy,1
